word,frequency,normalized_frequency
bluewave2018,2,3.3333333333333335
billnelsonforsenate,2,3.3333333333333335
saveouroceans,7,11.666666666666666
nevertrump,2,3.3333333333333335
neverscott,2,3.3333333333333335
resist,2,3.3333333333333335
vetsresistsquadron,2,3.3333333333333335
trumpistheenemyofthepeople,2,3.3333333333333335
handsalongthewater,3,5.0
beachreport,2,3.3333333333333335
upwith,6,10.0
wtsp,5,8.333333333333332
johnspass,4,6.666666666666667
madierabeach,2,3.3333333333333335
greenalgae,2,3.3333333333333335
tomorrowmorning,2,3.3333333333333335
bethere,2,3.3333333333333335
showyoucare,2,3.3333333333333335
sealife,2,3.3333333333333335
vspc…,3,5.0
fwc,6,10.0
wewantourbeachesback,1,1.6666666666666667
fixthealgaeblooms,1,1.6666666666666667
algalbloom,1,1.6666666666666667
kbrevis,1,1.6666666666666667
algae,23,38.333333333333336
wftv,1,1.6666666666666667
tuckercarlson,1,1.6666666666666667
sprr,1,1.6666666666666667
beachraceseries,1,1.6666666666666667
ftmeyers,2,3.3333333333333335
gcl,2,3.3333333333333335
cedrdigital,2,3.3333333333333335
marine,2,3.3333333333333335
mammal,2,3.3333333333333335
toxicbloom,2,3.3333333333333335
bouchercon2018,1,1.6666666666666667
stpetes,1,1.6666666666666667
bluealgae,1,1.6666666666666667
breaking,4,6.666666666666667
vacationgoals,2,3.3333333333333335
livingthedream,2,3.3333333333333335
undertow💋💕👣🍹🏖,2,3.3333333333333335
csic,1,1.6666666666666667
vspc,1,1.6666666666666667
sendto10,4,6.666666666666667
bigsugar,5,8.333333333333332
pollution,14,23.333333333333332
votethemout,2,3.3333333333333335
sanibel,5,8.333333333333332
labordayweekend,2,3.3333333333333335
toxicalgea,4,6.666666666666667
icymi,2,3.3333333333333335
toxicalgae,5,8.333333333333332
beachbums,1,1.6666666666666667
stpetesbeach,1,1.6666666666666667
topratedbeachs,1,1.6666666666666667
adventuretime,1,1.6666666666666667
travel,4,6.666666666666667
travelcouple,1,1.6666666666666667
letsgetlosttogether,1,1.6666666666666667
goodtimes…,1,1.6666666666666667
bluewave,1,1.6666666666666667
fall2018,1,1.6666666666666667
hot,1,1.6666666666666667
trumpmaga,1,1.6666666666666667
rickscott,5,8.333333333333332
saltlife,4,6.666666666666667
msm,2,3.3333333333333335
scams,1,1.6666666666666667
vacation,7,11.666666666666666
erictrump’s,1,1.6666666666666667
surfshop,2,3.3333333333333335
surfing,2,3.3333333333333335
terrible,1,1.6666666666666667
filletoffish,1,1.6666666666666667
sowal,1,1.6666666666666667
thanks,2,3.3333333333333335
smh,1,1.6666666666666667
wastewater,2,3.3333333333333335
achoo,1,1.6666666666666667
blockchain,2,3.3333333333333335
fatima,1,1.6666666666666667
endtimes,1,1.6666666666666667
cgristian,1,1.6666666666666667
catholic,1,1.6666666666666667
3,1,1.6666666666666667
madbeach,4,6.666666666666667
lessgovt,1,1.6666666666666667
morevolunteerism,1,1.6666666666666667
unitedwestand,1,1.6666666666666667
dividedwefall,1,1.6666666666666667
greatgay5k,1,1.6666666666666667
dtsp,2,3.3333333333333335
environment,9,15.0
human,1,1.6666666666666667
involvement,1,1.6666666666666667
nature,1,1.6666666666666667
dolphins,4,6.666666666666667
boatlife,1,1.6666666666666667
fishkill,22,36.666666666666664
sucks,1,1.6666666666666667
drone,2,3.3333333333333335
dronejournalism,2,3.3333333333333335
disgusting,2,3.3333333333333335
stench,2,3.3333333333333335
yuck,4,6.666666666666667
nausea,2,3.3333333333333335
thisismychurch,1,1.6666666666666667
drumcircle,1,1.6666666666666667
hippiechurch,1,1.6666666666666667
godisnothappy,1,1.6666666666666667
darknightofthesoul,1,1.6666666666666667
stinky,6,10.0
passagrillebeach,5,8.333333333333332
nih,1,1.6666666666666667
tourism,4,6.666666666666667
smelly,2,3.3333333333333335
parents,1,1.6666666666666667
gmtb,2,3.3333333333333335
watercrisis,2,3.3333333333333335
woodyswatersports,2,3.3333333333333335
signthepetition,1,1.6666666666666667
gameover,1,1.6666666666666667
weird,1,1.6666666666666667
odd,1,1.6666666666666667
strange,1,1.6666666666666667
immigration,1,1.6666666666666667
canadian,1,1.6666666666666667
adventure,2,3.3333333333333335
wanderlust,2,3.3333333333333335
wander,2,3.3333333333333335
wandering,1,1.6666666666666667
lilmasteradventures,1,1.6666666666666667
lilmaster,1,1.6666666666666667
themaster,1,1.6666666666666667
rogerdelgado,1,1.6666666666666667
doctorwho,1,1.6666666666666667
actionfigure,1,1.6666666666666667
actionfigures,1,1.6666666666666667
toy,1,1.6666666666666667
dopal,1,1.6666666666666667
whovian,1,1.6666666666666667
adventure…,1,1.6666666666666667
selfie,1,1.6666666666666667
wanderer,1,1.6666666666666667
uicdigital,1,1.6666666666666667
notscott,2,3.3333333333333335
supremecourt,1,1.6666666666666667
lovewhereyoulive,1,1.6666666666666667
seagulls,1,1.6666666666666667
votewater,1,1.6666666666666667
slimeyscott,2,3.3333333333333335
kive,1,1.6666666666666667
dolphinsmating,1,1.6666666666666667
beachtherapy,1,1.6666666666666667
voteemout,1,1.6666666666666667
gillumforgovernor,1,1.6666666666666667
dosomething,2,3.3333333333333335
cowfish,1,1.6666666666666667
hurricanemichael,2,3.3333333333333335
mockingbirdmedia,1,1.6666666666666667
qanon,2,3.3333333333333335
maga,4,6.666666666666667
trump,3,5.0
walkaway,2,3.3333333333333335
wwg1wga,2,3.3333333333333335
freeparking,1,1.6666666666666667
2ndanniversaryweekend,1,1.6666666666666667
mullet,2,3.3333333333333335
passagrille,3,5.0
bonaire,1,1.6666666666666667
beachtime,1,1.6666666666666667
doncesar,1,1.6666666666666667
voteblue,2,3.3333333333333335
eels,1,1.6666666666666667
spinners,1,1.6666666666666667
luxury,1,1.6666666666666667
yourrealtordeborah,1,1.6666666666666667
sunshinestate,2,3.3333333333333335
deadfish,7,11.666666666666666
lod,2,3.3333333333333335
voteblue🗳️,1,1.6666666666666667
republicans,1,1.6666666666666667
dolphin,3,5.0
stankwater,1,1.6666666666666667
bffs,1,1.6666666666666667
dirty30,1,1.6666666666666667
justbreathe,1,1.6666666666666667
spb,1,1.6666666666666667
marinelife,1,1.6666666666666667
governmentshutdown,2,3.3333333333333335
beachlife,2,3.3333333333333335
clea…,1,1.6666666666666667
oilspills,1,1.6666666666666667
health,4,6.666666666666667
oil,1,1.6666666666666667
boats,1,1.6666666666666667
drones,1,1.6666666666666667
ocean,3,5.0
sugardaddies,1,1.6666666666666667
climatedenier,1,1.6666666666666667
climatechange,7,11.666666666666666
climatecrisis,7,11.666666666666666
habs,1,1.6666666666666667
dovedailyupdate,3,5.0
seagullsdying,1,1.6666666666666667
sciwriteuri,1,1.6666666666666667
willietaggart,1,1.6666666666666667
fsu,1,1.6666666666666667
animalabuse,1,1.6666666666666667
nofreeparking,1,1.6666666666666667
annkellywduv,1,1.6666666666666667
coronavirus,2,3.3333333333333335
didyouknow,1,1.6666666666666667
artivist,2,3.3333333333333335
shineonstpete,2,3.3333333333333335
pangeaseed,2,3.3333333333333335
seawalls,2,3.3333333333333335
iboms,2,3.3333333333333335
1,6,10.0
sunshinecoast,2,3.3333333333333335
deathsantis,60,100.0
infrastucture,2,3.3333333333333335
mcconnell,2,3.3333333333333335
rondesantis,6,10.0
pineypoint,34,56.666666666666664
pride,1,1.6666666666666667
covid19,4,6.666666666666667
googlealerts,30,50.0
elsa,10,16.666666666666664
hurricaneelsa,8,13.333333333333334
scary,1,1.6666666666666667
headlines,1,1.6666666666666667
helpnow,1,1.6666666666666667
fishkills,2,3.3333333333333335
hypocrisy,1,1.6666666666666667
beachday,1,1.6666666666666667
saturdayvibes,1,1.6666666666666667
weekend,1,1.6666666666666667
weekendvibes,1,1.6666666666666667
saturdaymood,1,1.6666666666666667
outandabout,1,1.6666666666666667
cleanoceans,1,1.6666666666666667
summertime,1,1.6666666666666667
leftwing,1,1.6666666666666667
politics,1,1.6666666666666667
liberal,1,1.6666666666666667
leftist,1,1.6666666666666667
feminism,1,1.6666666666666667
antifa,1,1.6666666666666667
political,1,1.6666666666666667
donaldtrump,1,1.6666666666666667
democrats,1,1.6666666666666667
environmental,1,1.6666666666666667
arresttrumpnow,1,1.6666666666666667
votethemallout,1,1.6666666666666667
restoreourclimate,1,1.6666666666666667
waterquality,2,3.3333333333333335
deathdesantis,3,5.0
waterways,2,3.3333333333333335
welivewhereyouvacation,1,1.6666666666666667
lighting,1,1.6666666666666667
storms,1,1.6666666666666667
fertilizer,3,5.0
climatedenial,2,3.3333333333333335
sowrong,2,3.3333333333333335
buyworld,1,1.6666666666666667
biodiversiteit,1,1.6666666666666667
natuur,1,1.6666666666666667
fauna,1,1.6666666666666667
lettucepray,1,1.6666666666666667
sustainability,2,3.3333333333333335
oceancirculationgroup,2,3.3333333333333335
intercoastal,1,1.6666666666666667
environmentaldestruction,2,3.3333333333333335
nothingchanges,1,1.6666666666666667
collected,1,1.6666666666666667
hours,1,1.6666666666666667
rampingup,1,1.6666666666666667
behindthescenes,1,1.6666666666666667
sugarcaneburning,1,1.6666666666666667
waterislife,2,3.3333333333333335
duhsenseless,1,1.6666666666666667
removeron,7,11.666666666666666
nikkifried,1,1.6666666666666667
rickkriseman,1,1.6666666666666667
desantis,5,8.333333333333332
repug,1,1.6666666666666667
stankpete,1,1.6666666666666667
physorg,1,1.6666666666666667
cubasos,3,5.0
rememberinnovember2022,1,1.6666666666666667
dictatordesantis,2,3.3333333333333335
1termgov,4,6.666666666666667
family,1,1.6666666666666667
pool,1,1.6666666666666667
fishing,7,11.666666666666666
greed,1,1.6666666666666667
oldsaltblog,1,1.6666666666666667
goliath,1,1.6666666666666667
grouper,1,1.6666666666666667
carbonfootprint,1,1.6666666666666667
filth,1,1.6666666666666667
2,3,5.0
sos,1,1.6666666666666667
dyingplanet,2,3.3333333333333335
deadzone,1,1.6666666666666667
stateofemergency,2,3.3333333333333335
deadfishdesantis,1,1.6666666666666667
eatangry,1,1.6666666666666667
gophertortoise,1,1.6666666666666667
weedonisland,1,1.6666666666666667
rickscottfail,1,1.6666666666666667
rondesantisfail,1,1.6666666666666667
rondeathsantis,2,3.3333333333333335
california,1,1.6666666666666667
voteblue2022,1,1.6666666666666667
mattgaetzisatool,1,1.6666666666666667
mattgaetzisapervert,1,1.6666666666666667
britneyspears,1,1.6666666666666667
holdyourground,1,1.6666666666666667
beachlife✊,1,1.6666666666666667
shorelines,1,1.6666666666666667
turtles,1,1.6666666666666667
scienceandenvironment,2,3.3333333333333335
tropicalstormelsa,2,3.3333333333333335
help🆘,2,3.3333333333333335
desantisize,3,5.0
birdsseenin2021,1,1.6666666666666667
priceless,1,1.6666666666666667
discoloration,2,3.3333333333333335
reelection,2,3.3333333333333335
algaebloom,3,5.0
polluting,2,3.3333333333333335
thelockdowncontinues,1,1.6666666666666667
aintnobeach,1,1.6666666666666667
toxicron,1,1.6666666666666667
instagood,1,1.6666666666666667
covid,1,1.6666666666666667
globalwarming,1,1.6666666666666667
climate,1,1.6666666666666667
votedictatordesantisout,2,3.3333333333333335
pineypoint🤬,2,3.3333333333333335
coverup,2,3.3333333333333335
accountability,1,1.6666666666666667
blueanon,1,1.6666666666666667
moronmayorkriseman,1,1.6666666666666667
sciencedenier,1,1.6666666666666667
getsomefauci,1,1.6666666666666667
provemewrong,1,1.6666666666666667
worstgovernorever,1,1.6666666666666667
allenellisonforsenate,1,1.6666666666666667
ronbegone,2,3.3333333333333335
swimming,2,3.3333333333333335
smell,2,3.3333333333333335
tourists,2,3.3333333333333335
vaccines,1,1.6666666666666667
cruise,1,1.6666666666666667
medicaidexpansion,1,1.6666666666666667
coronsavirus,1,1.6666666666666667
krisemanisnowiseman,1,1.6666666666666667
duhsantis,1,1.6666666666666667
desantisvariant,1,1.6666666666666667
deltavariant,1,1.6666666666666667
wearamask,1,1.6666666666666667
cubaesunadictadura,1,1.6666666666666667
cubanoestasola,1,1.6666666666666667
posrpof,1,1.6666666666666667
peoplesuck,1,1.6666666666666667
earthsnewphase,2,3.3333333333333335
dogbeach,1,1.6666666666666667
paradisegrille,1,1.6666666666666667
gross,1,1.6666666666666667
gop,2,3.3333333333333335
usa,1,1.6666666666666667
roncantbetrusted,1,1.6666666666666667
trumpvirus,1,1.6666666666666667
fascist,1,1.6666666666666667
kochnetwork,1,1.6666666666666667
fascism,1,1.6666666666666667
resistance,1,1.6666666666666667
cantfixstupid,1,1.6666666666666667
getvaccinated,1,1.6666666666666667
moron,1,1.6666666666666667
ronnamustgo,1,1.6666666666666667
desantisdisasterzone,1,1.6666666666666667
desantisliedfishdied,1,1.6666666666666667
desantiskills,1,1.6666666666666667
burningeyes,1,1.6666666666666667
asthma,1,1.6666666666666667
summerofslime,2,3.3333333333333335
worstelectedofficialever,1,1.6666666666666667
votehimout,2,3.3333333333333335
embarrassed,1,1.6666666666666667
dealing,1,1.6666666666666667
protesters,1,1.6666666666666667
sharks,1,1.6666666666666667
buttonwoodharbor,1,1.6666666666666667
london,1,1.6666666666666667
berlin,1,1.6666666666666667
toronto,1,1.6666666666666667
forcemultipliers,2,3.3333333333333335
fishtx,2,3.3333333333333335
gom,2,3.3333333333333335
clearwatwr,2,3.3333333333333335
westcoast,2,3.3333333333333335
pufferfish,2,3.3333333333333335
calf,2,3.3333333333333335
sick,2,3.3333333333333335
emergencymedicine,1,1.6666666666666667
neurology,1,1.6666666666666667
dogslife,1,1.6666666666666667
respiratory,1,1.6666666666666667
neurolo…,1,1.6666666666666667
bigbusiness,1,1.6666666666666667
science,3,5.0
marinescience,2,3.3333333333333335
meeresforschung,1,1.6666666666666667
stpetesmell,1,1.6666666666666667
wildcats,1,1.6666666666666667
bigcats,1,1.6666666666666667
chinavirus,1,1.6666666666666667
bb4am,2,3.3333333333333335
kriseman,1,1.6666666666666667
westcoastbestcoast,1,1.6666666666666667
womeninstem,2,3.3333333333333335
inspectorplanet,2,3.3333333333333335
hurricaneian,2,3.3333333333333335
fema,1,1.6666666666666667
dovehurricaneguide,1,1.6666666666666667
powerball,1,1.6666666666666667
lottery,1,1.6666666666666667
recordjackpot,1,1.6666666666666667
massanimaldeaths,1,1.6666666666666667
signsofthetimes,1,1.6666666666666667
getjesusnow,1,1.6666666666666667
revelation,1,1.6666666666666667
alert,3,5.0
plasticwaste,1,1.6666666666666667
hempisbest,1,1.6666666666666667
wildlife,1,1.6666666666666667
